"Major Names","College Name","School Year","Education Level","Opened","Clicked","Unsubscribed From Campaign","Unsubscribed Before Campaign","Bounced"
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,Y,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Engineering Management,Engineering,Freshman,Bachelors,Y,N,N,N,N
Industrial Engineering,Engineering,Freshman,"",N,N,N,N,N
Data Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Junior,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Math and Computer Science,Liberal Arts & Sciences,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Junior,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,"",N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Engineering Management,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Masters,Y,N,N,N,N
Computer Science,Engineering,Sophomore,"",Y,N,N,N,N
Civil Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,Y,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
"""Computer Engineering,Computer Science,Undecided""",Engineering,Freshman,"",Y,Y,N,N,N
Industrial Engineering,Engineering,Freshman,"",Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
"""Computer Science,Software Engineering""",Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Molecular Biology,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,"",N,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Biomedical Engineering,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Industrial Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
UG Contract SES Crswrk - ENGIN,Engineering,Freshman,Non-Degree Seeking,Y,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,"",Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Computer Science,Engineering,Junior,High School,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science & Design,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Data Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Associates,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Junior,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,"",Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Industrial Engineering,Engineering,Freshman,"",N,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Engineering,Engineering,Freshman,"",Y,Y,N,N,N
Engineering Management,Engineering,Junior,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Junior,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Sophomore,High School,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,Y,N,N,N
Computer Science,Engineering,Junior,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Masters,N,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,High School,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,High School,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Engineering Management,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,Y,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,"",Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Junior,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Junior,Bachelors,N,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Industrial Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Industrial Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,High School,N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,"",Y,Y,N,N,N
Computer Engineering,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Freshman,"",N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,High School,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,High School,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Biomedical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,High School,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,Y,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Sophomore,High School,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Electrical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Engineering Physics,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Chemical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Electrical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Engineering Physics,Engineering,Freshman,Bachelors,Y,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Chemical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Freshman,High School,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Biomedical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Civil Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Chemical Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,"",Y,N,N,N,N
Aerospace Engineering,Engineering,Freshman,"",Y,N,N,N,N
Industrial Engineering,Engineering,Sophomore,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Environmental Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,Y,N,N,N
Computer Science,Engineering,Sophomore,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,High School,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Biomedical Engineering,Engineering,Junior,Bachelors,Y,N,N,N,N
Computer Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Mechanical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Sophomore,High School,Y,N,N,N,N
Biomedical Engineering,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,Y,N,N,N,N
Computer Science,Engineering,Freshman,Bachelors,N,N,N,N,N
Engineering Physics,Engineering,Freshman,Bachelors,N,N,N,N,N
